EmployerID,Position,Latitude,Longitude
1,3,47.5630158,-52.7084738
3,7,47.571957,-53.278126
5,2,52.939826,-66.90674
6,3,47.5183451,-52.9567005
14,1,47.562117,-52.71647
20,2,52.904764,-66.870789
21,1,47.5660512,-52.7062566
26,27,47.5317522,-52.7398845
27,2,53.308255,-60.378852
28,1,49.282213,-57.420854
29,2,47.5606323,-52.712527
31,1,47.6105871,-52.7063094
32,3,47.5280277,-52.7432358
33,1,47.519691,-52.837161
40,3,47.544021,-52.869514
43,1,47.5588393,-52.7537154
44,8,48.965333,-58.030775
48,15,46.203797,-63.266232
49,40,46.1749323,-63.2607926
51,4,46.43789,-63.63458
53,3,46.244386,-63.1338403
54,17,46.354047,-62.25215
56,7,46.25128,-63.147429
57,1,46.3396301269531,-62.8716468811035
58,18,46.416154,-63.074183
62,2,46.3396301269531,-62.8716468811035
68,30,46.233768,-63.124917
69,18,46.9756355285645,-64.0738525390625
71,18,46.696448,-64.383974
72,5,46.428618,-63.875926
73,74,46.22192,-62.971058
74,2,44.939685,-63.534989
75,82,45.195976,-64.680474
76,6,45.090922,-64.823309
78,10,45.026806,-64.165254
81,16,45.090922,-64.823309
83,3,44.637971,-63.663711
85,12,45.195976,-64.680474
86,2,46.1180163,-60.1714906
88,1,44.6378,-63.578959
90,71,45.067163,-64.547804
91,2,44.707624,-63.665571
92,26,45.066995,-64.800737
94,27,44.891613,-65.06213
96,10,45.067163,-64.547804
97,2,45.026806,-64.165254
98,26,45.195976,-64.680474
100,5,44.645676,-63.575676
105,2,45.79188,-63.520605
107,6,45.095693,-64.227973
108,28,44.7657928466797,-64.4158172607422
109,31,44.6241188049316,-64.6746444702148
112,1,44.651606,-63.572435
114,10,45.090922,-64.823309
118,24,44.66274,-63.590281
119,20,44.819594,-64.318054
124,13,45.090922,-64.823309
131,303,45.369405,-63.662186
147,2,44.670365,-63.532147
152,1,44.383116,-64.513738
154,16,45.074551,-64.720682
163,5,44.367212,-64.561088
165,33,45.067163,-64.547804
167,237,45.195976,-64.680474
168,2,45.654903,-61.944846
169,1,45.091737,-64.35987
170,4,46.093314,-64.752684
173,4,46.085645,-64.781271
174,1,45.258377,-66.088732
175,15,45.841633,-65.58021
177,1,46.098111,-64.78615
179,2,46.1457893,-67.5886668
181,11,45.949971,-64.628396
183,1,45.277029,-66.068461
184,6,46.241466,-64.801236
185,24,46.053925,-67.549314
187,20,45.968083,-64.605089
188,11,46.2154693603516,-64.2717361450195
190,20,46.155532,-67.592329
193,1,45.961468,-66.639585
196,2,45.195529,-67.282394
200,1,45.310191,-66.015935
205,2,46.099265,-64.804206
210,1,46.7007625,-71.4130407
216,8,45.327376,-73.235338
219,7,47.829313,-69.513848
226,1,45.527144,-73.597952
228,16,45.580767,-73.859342
229,1,45.510287,-73.575074
231,2,46.671567,-71.110015
233,3,45.483324,-73.583975
234,3,45.490893,-73.751632
235,1,45.641148,-73.872321
238,2,45.501413,-73.558536
239,2,45.46814,-73.465026
243,4,46.012426,-73.355485
244,5,45.510392,-73.681848
245,1,45.501854,-73.576509
248,1,45.471077,-73.585455
250,6,45.617666,-73.590848
251,10,45.498856,-73.570201
258,2,45.510708,-73.6705963
261,37,46.153275,-71.707873
262,15,45.507564,-73.56949
264,5,45.495165,-73.552769
266,10,45.2722015380859,-74.3366470336914
268,14,45.848711,-73.623247
270,3,45.500504,-73.577801
272,2,45.475778,-73.622778
276,1,45.502222,-73.576155
277,3,46.813533,-71.224271
278,9,45.505746,-73.570266
279,1,46.612569,-72.291314
281,1,45.499373,-73.653906
288,3,45.502029,-73.570987
290,19,45.4787089,-73.7274531
291,4,45.4787089,-73.7274531
292,10,45.4787089,-73.7274531
293,1,45.531384,-73.612801
301,1,45.535331,-72.298759
303,1,45.514036,-73.57248
304,2,45.513416,-73.571102
306,49,45.511383,-73.5555509
311,3,45.514464,-73.556599
312,8,45.43813,-73.092904
314,39,45.929801940918,-72.786994934082
315,2,46.220281,-72.047316
316,1,45.501627,-73.55908
330,3,45.903369,-74.255505
331,74,45.447645,-71.863029
338,1,45.518679,-73.583456
342,16,45.501818,-73.624537
343,34,45.5052277,-73.5557318
350,24,45.489276,-73.580362
356,34,45.754562,-73.480006
360,13,45.521216,-73.555699
364,10,46.86525,-71.349954
370,1,48.2429663,-79.0207956
371,2,45.76686,-73.999412
376,1,48.403562,-71.123932
379,1,45.502058,-73.568434
380,1,45.503202,-73.569465
390,3,45.530616,-73.597515
391,15,45.18365,-72.83659
392,15,45.496258,-74.140595
393,5,45.050584,-72.37232
397,1,45.505821,-73.567328
398,1,45.526966,-73.589462
400,1,45.501573,-73.556944
401,1,45.510287,-73.575074
403,6,45.506963,-73.569119
407,45,45.307256,-71.829763
411,8,45.501755,-73.667443
415,1,45.484047,-73.562138
416,6,45.743566,-70.698132
418,3,45.711236,-72.73277
419,1,45.504868,-73.555681
420,2,45.889498,-73.145833
421,2,45.387619,-72.766979
422,1,45.557512,-73.527494
423,1,45.557512,-73.527494
428,11,45.956657,-73.221825
429,2,45.260584,-73.383869
430,4,45.009811,-74.401249
431,5,46.825966,-71.153383
432,1,45.2125625610352,-74.0070037841797
433,21,46.099764,-72.332324
434,25,45.18365,-72.83659
435,2,45.8125381469727,-73.0415573120117
439,1,45.617401,-74.094669
441,2,45.64189,-72.671958
442,7,46.1554695,-72.2012605
444,10,45.8614072,-73.7472754
445,5,45.288029,-74.396902
446,1,45.517204,-74.279219
447,3,46.0830119,-71.992766
449,18,45.167395,-72.039906
450,9,46.012426,-73.355485
451,4,48.633071,-71.702658
453,2,46.228855,-73.406588
456,2,46.820477,-71.78537
457,2,45.96805,-73.68699
459,43,46.487467,-72.742849
460,1,45.900074,-73.666056
462,8,45.956657,-73.221825
463,3,45.103144,-73.761241
464,3,46.13162,-70.926033
465,9,45.572912,-74.046659
466,7,46.167895,-72.328926
467,4,45.195559,-73.263154
468,40,45.205117,-73.653262
469,12,45.346674,-73.436841
470,1,45.848711,-73.623247
471,5,45.097313,-73.249969
472,14,45.848711,-73.623247
473,5,46.445729,-72.506859
474,4,45.921247,-73.365882
475,4,45.780544,-72.751872
478,2,46.739957,-72.432661
479,3,45.226356,-73.019467
480,6,46.012426,-73.355485
482,2,45.528053,-74.278758
483,4,47.34879,-70.07727
485,1,45.0870018005371,-74.4231109619141
487,10,45.849306,-73.77401
489,5,45.528053,-74.278758
490,4,46.825966,-71.153383
491,6,46.66989,-71.7747
492,1,46.46617,-71.527885
493,4,45.35361,-73.365888
494,2,47.111139,-70.529778
495,4,46.46682,-72.380759
497,6,45.961974,-72.806471
498,2,45.811481,-72.762823
499,1,45.995956,-72.457686
500,6,46.486178,-72.03479
501,22,45.267409,-74.143086
502,2,46.154859,-73.427218
503,1,45.157804,-73.078395
504,5,46.010673,-72.076606
506,15,45.967496,-73.566293
507,4,46.444012,-72.136434
508,2,45.870616,-70.977775
509,4,45.175263,-73.861134
510,4,45.195559,-73.263154
511,1,45.671438,-75.020054
514,63,45.5767022,-73.2460654
521,2,45.2125625610352,-74.0070037841797
525,2,45.501306,-73.560333
530,1,45.086847,-73.370288
532,2,46.486178,-72.03479
536,2,46.811924,-71.223922
543,22,46.218009,-71.07553
544,64,46.218009,-71.07553
545,23,45.47595,-73.60026
551,1,45.484203,-73.789587
557,1,45.504928,-73.568594
559,1,45.257481,-74.123774
562,5,45.497394,-73.571571
565,1,45.500994,-73.559532
568,5,45.504013,-73.622601
570,2,45.506217,-73.566965
575,6,45.533909,-73.716289
576,1,45.496409,-73.62948
577,10,45.573296,-73.55876
578,6,45.579251,-73.570439
579,2,45.527505,-73.597029
581,2,45.89633,-74.138584
583,1,45.531061,-73.562907
585,1,47.637054,-70.151304
596,3,46.112205,-71.281155
597,1,45.527394,-73.863769
603,2,45.491055,-73.622727
604,1,45.583767,-73.529129
607,10,46.294643,-70.873676
608,59,45.565314,-74.078302
609,1,45.521436,-73.616637
612,30,45.346674,-73.436841
617,16,45.55103,-73.825468
618,4,46.004598,-71.64606
620,21,45.31485,-74.19325
621,18,45.146415,-72.642048
622,65,45.304769,-73.697619
625,12,45.848711,-73.623247
628,1,45.546004,-73.48059
633,17,45.307256,-71.829763
635,4,47.557124,-70.538822
636,41,48.049952,-69.246197
637,15,46.621806,-71.737168
638,58,45.577702,-73.710989
640,11,46.168705,-71.871248
644,1,45.848711,-73.623247
648,1,45.873665,-72.531718
649,4,45.500463,-73.562724
650,13,45.848711,-73.623247
651,1,45.515439,-73.553814
652,2,46.806028,-71.217363
653,8,45.527505,-73.597029
654,12,45.585158,-73.751624
655,2,46.857074,-71.340461
659,53,45.433967,-73.159539
660,2,45.517274,-73.574378
664,15,46.21997,-71.770521
668,2,46.753339,-71.236517
671,6,46.197366,-73.402434
674,5,46.860509,-71.014815
675,73,45.156582,-73.508952
677,105,45.5767022,-73.2460654
678,4,45.507726,-72.482006
679,5,45.43813,-73.092904
681,29,45.346674,-73.436841
682,5,45.579193,-73.878348
683,1,45.794089,-73.933122
684,22,45.9328304,-73.3378522
685,34,45.8153066,-73.7053171
686,11,45.23844,-73.5129
687,183,45.496258,-74.140595
690,4,45.304769,-73.697619
691,12,45.849306,-73.77401
693,3,45.84512,-73.692263
695,20,45.724929,-70.86205
697,4,46.813822,-71.22369
698,83,46.701796,-71.3259199
701,6,46.671567,-71.110015
703,4,46.405163,-71.745566
704,53,45.307256,-71.829763
705,4,46.7106348,-71.3628176
706,4,45.816035,-73.907662
707,6,45.906117,-73.440709
709,30,45.5574221,-73.9097504
710,124,45.1579093933105,-73.6762390136719
711,3,45.097313,-73.249969
712,6,45.55103,-73.825468
713,26,45.623993,-74.005714
714,17,45.816035,-73.907662
715,8,45.956657,-73.221825
716,16,45.205117,-73.653262
717,25,45.619252,-72.948702
719,41,45.745756,-74.018585
720,34,45.53251,-73.839238
721,2,45.623844,-74.213066
722,1,46.771029,-71.281169
726,3,45.071888,-72.877933
727,22,45.071888,-72.877933
728,25,45.18365,-72.83659
729,3,47.557124,-70.538822
734,11,46.81749,-71.2123
735,2,46.881657,-71.15704
742,14,45.502079,-73.555664
745,1,45.469323,-73.618162
747,5,46.134199,-70.662775
749,13,45.8614072,-73.7472754
751,1,45.474305,-73.608867
752,15,46.382962,-72.530278
754,6,45.978648,-73.393966
756,9,48.5716997,-78.1157926
758,6,45.501123,-73.581707
760,1,45.497394,-73.571571
762,4,45.420368,-73.93052
764,1,45.487907,-73.6884404
765,14,45.978648,-73.393966
766,1,45.508362,-73.553953
767,1,45.393278,-71.953253
768,1,45.514318,-73.564609
769,1,46.673024,-71.737813
770,14,45.500752,-73.558837
771,2,45.476047,-75.77838
772,2,45.351891,-72.508787
776,1,45.559738,-73.45059
777,7,45.4849085,-73.5638475
778,3,45.516863,-73.591354
779,1,45.551331,-73.61436
783,2,45.497747,-73.55526
789,1,46.813638,-71.204914
790,1,45.517211,-73.548749
797,8,45.428523,-75.715981
802,1,45.503238,-73.558922
804,3,45.541368,-73.564001
805,1,45.501854,-73.576509
806,1,45.497394,-73.571571
807,6,45.496112,-73.576751
808,1,46.761369,-71.210897
810,2,45.484047,-73.562138
811,1,45.3946052,-74.1339813
816,1,45.471077,-73.585455
819,7,45.428728,-73.15503
821,2,45.950801,-74.133639
822,2,45.501306,-73.560333
823,2,45.502079,-73.555664
824,21,45.414543,-73.02362
826,5,46.7564714,-71.4104976
827,25,45.956657,-73.221825
829,59,46.812249,-71.202323
830,8,46.411782,-73.550184
833,1,46.815106,-71.221777
834,53,45.358702,-72.922095
836,60,46.851704,-71.107794
838,2,45.557052,-73.496048
840,1,45.46085,-73.469126
844,290,45.647544,-73.723904
845,2,45.967496,-73.566293
