Province,Employer,Address,Positions,Stream,NOC 2011,NOC Name
Quebec,Keywords Studios Qc-Games Inc.,"Montréal, H3K1G6",1,Keywords Studios Qc-Games Inc.,2174,Computer programmers and interactive media developers
Quebec,Kinka Montreal 1 Inc.,"Montreal, H3H2S7",1,Kinka Montreal 1 Inc.,6322,Cooks
Quebec,Kinton Ramen Montreal 4 Inc.,"Montreal, H3B0E5",1,Kinton Ramen Montreal 4 Inc.,6322,Cooks
Quebec,Komatsu International (Canada) Inc.,"Brossard, J4Y2P4",1,Komatsu International (Canada) Inc.,0731,Managers in transportation
Quebec,Komatsu International (Canada) Inc.,"Brossard, J4Y2P4",1,Komatsu International (Canada) Inc.,6221,Technical sales specialists 
Quebec,KO-OP MODE INC.,"Montreal, H3G1L3",1,KO-OP MODE INC.,5121,Authors and writers
Quebec,L.S. Bilodeau inc.,"SAINT-ÉPHREM-DE-BEAUCE, G0M1R0",1,L.S. Bilodeau inc.,7231,Machinists and machining and tooling inspectors
Quebec,L.S. Bilodeau inc.,"SAINT-ÉPHREM-DE-BEAUCE, G0M1R0",3,L.S. Bilodeau inc.,7237,Welders and related machine operators
Quebec,L.S.M. son et lumières inc,"Québec, G2C1Y6",1,L.S.M. son et lumières inc,6221,Technical sales specialists 
Quebec,L2 CONSULTATION INC.,"Blainville, J7C5V3",1,L2 CONSULTATION INC.,6221,Technical sales specialists 
Quebec,La Boulangerie du Village,"St-Donat, J0T2C0",1,La Boulangerie du Village,6332,Bakers
Quebec,La société de gestion Gilles Porlier Ltée,"Mont Joli, G5H2X2",1,La société de gestion Gilles Porlier Ltée,6322,Cooks
Quebec,Lange Patenaude Équipement Ltée - Kubota Montréal,"BAIE-D'URFE, H9X3R1",3,Lange Patenaude Équipement Ltée - Kubota Montréal,7312,Heavy
Quebec,LBV INTERNATIONAL INC,"beloeil, J3G4P9",1,LBV INTERNATIONAL INC,6222,Retail and wholesale buyers
Quebec,LDETEK INC,"Thetford Mines, G6G7K6",1,LDETEK INC,2211,Chemical technologists and technicians
Quebec,Le Capitole de Québec,"QUÉBEC, G1R1R5",1,Le Capitole de Québec,6322,Cooks
Quebec,LE CENTRE DE MAINTENANCE ANDY INC.,"Salaberry-de-Valleyfield, J6S6J2",1,LE CENTRE DE MAINTENANCE ANDY INC.,7231,Machinists and machining and tooling inspectors
Quebec,LE CENTRE DE MAINTENANCE ANDY INC.,"Salaberry-de-Valleyfield, J6S6J2",6,LE CENTRE DE MAINTENANCE ANDY INC.,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Le Georgesville Inc.,"SAINT-GEORGES, G5Y 3E3",1,Le Georgesville Inc.,6322,Cooks
Quebec,Le groupe restos plaisirs inc.,"Québec, G1R4W6",2,Le groupe restos plaisirs inc.,6322,Cooks
Quebec,Le Journel Inc.,"Saint-Joseph-de-Beauce, G0S2V0",1,Le Journel Inc.,6322,Cooks
Quebec,Le Rimouskais (2014) Inc,"QUÉBEC, G2B1B3",1,Le Rimouskais (2014) Inc,6322,Cooks
Quebec,Le Shack du Mont-Tremblant inc.,"Mont-Tremblant, J8E1B1",4,Le Shack du Mont-Tremblant inc.,6322,Cooks
Quebec,Le STMA (2014) Inc,"QUÉBEC, G2B1B3",1,Le STMA (2014) Inc,6322,Cooks
Quebec,Les Applications Mobiles Agyl Inc.,"QUÉBEC, G1K3J3",1,Les Applications Mobiles Agyl Inc.,2174,Computer programmers and interactive media developers
Quebec,Les Ateliers Beauchemin Inc,"Danville, J0A1A0",1,Les Ateliers Beauchemin Inc,7237,Welders and related machine operators
Quebec,Les Ateliers Bolduc & Frères Inc,"Ste-Clotilde, G0N1C0",2,Les Ateliers Bolduc & Frères Inc,7237,Welders and related machine operators
Quebec,LES ATTENUATEURS DE SON ET VIBRATION VIBRA-SIL INC.,"Longueuil, J4G1T3",1,LES ATTENUATEURS DE SON ET VIBRATION VIBRA-SIL INC.,7237,Welders and related machine operators
Quebec,Les Automobiles L. G. Carrosserie Inc.,"Varennes, J3X1P7",2,Les Automobiles L. G. Carrosserie Inc.,7322,Motor vehicle body repairers
Quebec,Les Distributions Carl Beaulac inc.,"Levis, G6W6Y7",6,Les Distributions Carl Beaulac inc.,7511,Transport truck drivers
Quebec,Les emballages Façotek inc.,"Scotstown, J0B3B0",1,Les emballages Façotek inc.,7333,Electrical mechanics
Quebec,LES ENGRENAGES SHERBROOKE INC.,"SHERBROOKE, J1G1Y5",1,LES ENGRENAGES SHERBROOKE INC.,7231,Machinists and machining and tooling inspectors
Quebec,Les Entreprises Berthier Inc.,"Berthierville, J0K1A0",1,Les Entreprises Berthier Inc.,7312,Heavy
Quebec,Les Entreprises Marvais Inc,"Boucherville, J4B5E4",2,Les Entreprises Marvais Inc,6311,Food service supervisors
Quebec,Les Entreprises MRA Paysagistes inc.,"Quebec, G1N3Y6",3,Les Entreprises MRA Paysagistes inc.,7312,Heavy
Quebec,Les Entreprises MRA Paysagistes inc.,"Quebec, G1N3Y6",1,Les Entreprises MRA Paysagistes inc.,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services"
Quebec,Les Entreprises S.D. Descôteaux Inc.,"Châteauguay, J6K1C6",1,Les Entreprises S.D. Descôteaux Inc.,6311,Food service supervisors
Quebec,Les Équipements Adrien Phaneuf Inc.,"UPTON, J0H2E0",1,Les Équipements Adrien Phaneuf Inc.,7312,Heavy
Quebec,Les Équipements Lapierre inc.,"SAINT-LUDGER, G0M1W0",2,Les Équipements Lapierre inc.,7231,Machinists and machining and tooling inspectors
Quebec,Les Glissières Desbiens inc.,"Trois-Rivières, G9B7J5",5,Les Glissières Desbiens inc.,7611,Construction trades helpers and labourers
Quebec,Les Hôtels St-Martin Inc.,"Montreal, H3B3H4",1,Les Hôtels St-Martin Inc.,6322,Cooks
Quebec,Les Industries Spectra Premium Inc.,"Boucherville, J4B5Z5",1,Les Industries Spectra Premium Inc.,7231,Machinists and machining and tooling inspectors
Quebec,Les Jardins Paul Cousineau & Fils Inc.,"St-Constant, J5A0R2",2,Les Jardins Paul Cousineau & Fils Inc.,7312,Heavy
Quebec,Les Maisonnettes sur le Cap s.e.n.c.,"Saint-Joachim, G0A3X0",1,Les Maisonnettes sur le Cap s.e.n.c.,0632,Accommodation service managers
Quebec,Les Plantations Robert Inc.,"LAC-DROLET, G0Y 1C0",1,Les Plantations Robert Inc.,7312,Heavy
Quebec,les produits de fenetres sol-r (2000) inc.,"montreal, H4N1H8",1,les produits de fenetres sol-r (2000) inc.,2175,Web designers and developers
Quebec,Les Produits Métalliques Roy Inc.,"Saint-François-de-la-Rivière-du-Sud, G0R3A0",4,Les Produits Métalliques Roy Inc.,7237,Welders and related machine operators
Quebec,Les Restaurants Mata inc,"Québec, G1C0H8",81,Les Restaurants Mata inc,6311,Food service supervisors
Quebec,Les Services Conseils Systematix,"QUÉBEC, G1V4W2",1,Les Services Conseils Systematix,2171,Information systems analysts and consultants
Quebec,Les Services Conseils Systematix,"QUÉBEC, G1V4W2",1,Les Services Conseils Systematix,2173,Software engineers and designers
Quebec,Les Services Conseils Systematix,"QUÉBEC, G1V4W2",2,Les Services Conseils Systematix,2174,Computer programmers and interactive media developers
Quebec,Les Structures C.D.L. inc.,"Lévis, G6W5M6",3,Les Structures C.D.L. inc.,7237,Welders and related machine operators
Quebec,Les Studios Moment Factory Inc,"MONTRÉAL, H2V4H8",1,Les Studios Moment Factory Inc,5241,Graphic designers and illustrators
Quebec,Les Studios Moment Factory Inc.,"MONTRÉAL, H2V4H8",2,Les Studios Moment Factory Inc.,5241,Graphic designers and illustrators
Quebec,Les Surfaces Sécuritaires Carpell inc.,"Granby, J2J1H8",1,Les Surfaces Sécuritaires Carpell inc.,7302,"Contractors and supervisors, heavy equipment operator crews"
Quebec,Les Usinages Mallette Inc.,"SAINT-RÉMI, J0L2L0",1,Les Usinages Mallette Inc.,7231,Machinists and machining and tooling inspectors
Quebec,Load Force Logistics Inc.,"MONTRÉAL, H4S1G3",1,Load Force Logistics Inc.,1222,Executive assistants
Quebec,Logistiques G & H inc.,"Saint-Augustin-dde-Desmaures, G3A1S6",5,Logistiques G & H inc.,7511,Transport truck drivers
Quebec,LOGIX ITS Inc.,"Montréal, H8R2T9",1,LOGIX ITS Inc.,2171,Information systems analysts and consultants
Quebec,Luxury Retreats International ULC,"Montréal, H4E1A8",1,Luxury Retreats International ULC,0013,Senior managers 
Quebec,Mack Ste-Foy Inc.,"Québec, G1P3T4",1,Mack Ste-Foy Inc.,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,MadRadish Inc,"Montreal, H4A2K6",1,MadRadish Inc,1122,Professional occupations in business management consulting
Quebec,Maison Etiket Inc.,"Montreal, H4E1A2",1,Maison Etiket Inc.,6562,"Estheticians, electrologists and related occupations"
Quebec,MANAC INC,"St-Georges de Beauce, G5Y8G6",28,MANAC INC,7237,Welders and related machine operators
Quebec,MANAC INC,"St-Georges de Beauce, G5Y8G6",5,MANAC INC,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Manac Inc.,"St-Georges de Beauce, G5Y8G6",1,Manac Inc.,9522,"Motor vehicle assemblers, inspectors and testers"
Quebec,Manufacture Frameco Ltée,"Saint-Joseph-de-Beauce, G0S2V0",1,Manufacture Frameco Ltée,7237,Welders and related machine operators
Quebec,Manzana Traiteur Inc.,"Saint-Nicolas, G7A2P6",1,Manzana Traiteur Inc.,6321,Chefs
Quebec,Marc Bergeron Inc,"shawinigan, G9N4L4",1,Marc Bergeron Inc,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Marmen Énergie inc.,"Matane, G4W3N1",3,Marmen Énergie inc.,7237,Welders and related machine operators
Quebec,MARMEN INC.,"Trois-Rivieres, G8T8Y8",1,MARMEN INC.,7231,Machinists and machining and tooling inspectors
Quebec,Mecachrome Canada Inc.,"Mirabel, J7N3L3",4,Mecachrome Canada Inc.,7231,Machinists and machining and tooling inspectors
Quebec,Métal 2000 Inc,"Québec, G1N 4E2",2,Métal 2000 Inc,7237,Welders and related machine operators
Quebec,Métal 7 Inc.,"Sept-Îles, G4R4X9",3,Métal 7 Inc.,7231,Machinists and machining and tooling inspectors
Quebec,Métal Marquis Inc,"La Sarre, J9Z2L1",2,Métal Marquis Inc,7237,Welders and related machine operators
Quebec,Métal Mgmf Inc.,"St-Honoré de Shenley, G0M1V0",3,Métal Mgmf Inc.,7237,Welders and related machine operators
Quebec,MÉTAL SIGMA INC,"Saint-Jean-sur-Richelieu, J2X5M3",1,MÉTAL SIGMA INC,2233,Industrial engineering and manufacturing technologists and technicians
Quebec,MÉTAL SIGMA INC,"Saint-Jean-sur-Richelieu, J2X5M3",1,MÉTAL SIGMA INC,7237,Welders and related machine operators
Quebec,MÉTAL SIGMA INC,"Saint-Jean-sur-Richelieu, J2X5M3",1,MÉTAL SIGMA INC,9416,Metalworking and forging machine operators
Quebec,Metallitech Inc.,"Acton Vale, J0H1A0",1,Metallitech Inc.,7231,Machinists and machining and tooling inspectors
Quebec,Metallitech Inc.,"Acton Vale, J0H1A0",1,Metallitech Inc.,7237,Welders and related machine operators
Quebec,Métalus inc.,"Drummondville, J2C6L8",1,Métalus inc.,7233,Sheet metal workers
Quebec,Métalus inc.,"Drummondville, J2C6L8",1,Métalus inc.,7237,Welders and related machine operators
Quebec,METOSAK INC.,"Sherbrooke, J1C0W2",1,METOSAK INC.,7237,Welders and related machine operators
Quebec,Micro Logic Sainte-Foy Ltée,"QUÉBEC, G1V1V8",6,Micro Logic Sainte-Foy Ltée,2281,Computer network technicians
Quebec,Micro-Brasserie Le Grimoire,"Granby, J2G2V7",1,Micro-Brasserie Le Grimoire,6321,Chefs
Quebec,"Microbrasserie Les Grands Bois, coopérative de","SAINT-CASIMIR, G0A3L0",1,"Microbrasserie Les Grands Bois, coopérative de",2211,Chemical technologists and technicians
Quebec,Minéraux Mart Inc,"St-Joseph-de-Sorel, J3R1B9",6,Minéraux Mart Inc,7311,Construction millwrights and industrial mechanics
Quebec,Modes Moose Inc.,"MONTRÉAL, H3K0A8",1,Modes Moose Inc.,0124,"Advertising, marketing and public relations managers"
Quebec,Modes Moose Inc.,"MONTRÉAL, H3K0A8",1,Modes Moose Inc.,0911,Manufacturing managers
Quebec,Momentum Technologies inc.,"Québec, G2J0B9",2,Momentum Technologies inc.,2171,Information systems analysts and consultants
Quebec,Morgan Stanley Services Canada Corp,"Montreal, H3C3S4",2,Morgan Stanley Services Canada Corp,2171,Information systems analysts and consultants
Quebec,Morgan Stanley Services Canada Corp,"Montreal, H3C3S4",1,Morgan Stanley Services Canada Corp,2174,Computer programmers and interactive media developers
Quebec,MW Auto Collision inc.,"Montréal, H4N1M4",1,MW Auto Collision inc.,7322,Motor vehicle body repairers
Quebec,Nicky Sushi Inc.,"Québec, G2B1E5",1,Nicky Sushi Inc.,1222,Executive assistants
Quebec,NM Québec Inc.,"Westmount, H3Z2P9",1,NM Québec Inc.,0512,Managers 
Quebec,NMP Golf Construction Inc.,"Sainte-Madeleine, J0H1S0",3,NMP Golf Construction Inc.,7535,Other automotive mechanical installers and servicers
Quebec,Nomade Communication inc.,"Montréal, H3B4W5",1,Nomade Communication inc.,1123,"Professional occupations in advertising, marketing and public relations"
Quebec,Novik,"St-Augustin-de-Desmaures, G3A2K1",2,Novik,7232,Tool and die makers
Quebec,Nucleom Inc.,"Québec, G1P0B3",1,Nucleom Inc.,2232,Mechanical engineering technologists and technicians
Quebec,Olivier Sept-Îles Chrisler Dodge Jeep Ram Inc.,"Sept-Îles, G4R3G7",1,Olivier Sept-Îles Chrisler Dodge Jeep Ram Inc.,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Optimacell Inc,"St. Laurent, H4R1V8",1,Optimacell Inc,7246,Telecommunications installation and repair workers
Quebec,Orlando Mule Le Roi du Sous-Marin Ltée,"BOUCHERVILLE, J4B1B7",1,Orlando Mule Le Roi du Sous-Marin Ltée,6321,Chefs
Quebec,ORSAINVILLE AUTOS LTÉE,"Québec, G1G6S1",2,ORSAINVILLE AUTOS LTÉE,7322,Motor vehicle body repairers
Quebec,Ossiaco Inc,"Montreal, H3C2G9",1,Ossiaco Inc,2175,Web designers and developers
Quebec,OVERSEAS EXPRESS (CANADA) INC.,"Saint-Laurent, H4T1P5",1,OVERSEAS EXPRESS (CANADA) INC.,2174,Computer programmers and interactive media developers
Quebec,P. Baillargeon Ltée,"Saint-Jean-sur-Richelieu, J3B2P2",2,P. Baillargeon Ltée,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,P.L. Diesel inc.,"Anjou, H1J1K9",5,P.L. Diesel inc.,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Paradigme3 inc.,"SAINTE-MARIE, G6E3S5",1,Paradigme3 inc.,2171,Information systems analysts and consultants
Quebec,Parfum de Corée Inc.,"Rimouski, G5S4B6",1,Parfum de Corée Inc.,6322,Cooks
Quebec,Pharmacie Cam Uyen Mai Ba inc.,"Montréal, H2G1S9",1,Pharmacie Cam Uyen Mai Ba inc.,1222,Executive assistants
Quebec,Phoenix Packaging International Corp,"Montreal, H8N2W9",1,Phoenix Packaging International Corp,6221,Technical sales specialists 
Quebec,pièces d'auto usagées sophie inc.,"Saint-Laurent, H4M0A3",1,pièces d'auto usagées sophie inc.,2172,Database analysts and data administrators
Quebec,Plate 2000 inc.,"SAINT-ANSELME, G0R2N0",3,Plate 2000 inc.,7231,Machinists and machining and tooling inspectors
Quebec,Plate 2000 inc.,"SAINT-ANSELME, G0R2N0",4,Plate 2000 inc.,7237,Welders and related machine operators
Quebec,PNR RailWorks Quebec Inc.,"SAINT-LAURENT, H4S1E3",1,PNR RailWorks Quebec Inc.,0711,Construction managers
Quebec,Produits American Biltrite Ltée,"Sherbrooke, J1H4K3",1,Produits American Biltrite Ltée,2243,Industrial instrument technicians and mechanics
Quebec,Produits de Construction Derby Inc,"St-Augustin-de-Desmaure, G3A2K1",1,Produits de Construction Derby Inc,7231,Machinists and machining and tooling inspectors
Quebec,Produits Matra inc,"Saint-Martin, G0M1B0",3,Produits Matra inc,7333,Electrical mechanics
Quebec,Progi.com Inc.,"Trois-Rivières, G9A2K8",2,Progi.com Inc.,2174,Computer programmers and interactive media developers
Quebec,Pro-Impact Collision inc.,"Laval, H7S1P7",1,Pro-Impact Collision inc.,7322,Motor vehicle body repairers
Quebec,Propeinture.ca inc.,"Québec, G1X4T5",1,Propeinture.ca inc.,7294,Painters and decorators (except interior decorators)
Quebec,Purkinje Inc.,"Montréal, H3C3X6",1,Purkinje Inc.,2171,Information systems analysts and consultants
Quebec,R.Robitaille et fils inc.,"Farnham, J2N2N4",1,R.Robitaille et fils inc.,7511,Transport truck drivers
Quebec,Radiateur J.M.T. Ltée,"Macamic, G5V3R7",1,Radiateur J.M.T. Ltée,2232,Mechanical engineering technologists and technicians
Quebec,Rasakti Inc,"Saint-Germain-de-Grantham, J0C1K0",4,Rasakti Inc,7231,Machinists and machining and tooling inspectors
Quebec,REFRI-OZONE INC,"GRANBY, J2J1A4",1,REFRI-OZONE INC,7313,Refrigeration and air conditioning mechanics
Quebec,Reitmans Canada Limited,"Montreal, H3L1Z2",17,Reitmans Canada Limited,5232,"Other performers, n.e.c."
Quebec,Ressorts Montréal-Nord Ltée,"Anjou, H1J1T1",5,Ressorts Montréal-Nord Ltée,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,RESTAURANT COCO PAZZO,"Mont-Tremblant, J8E1E2",2,RESTAURANT COCO PAZZO,6322,Cooks
Quebec,Restaurant Le Continental inc,"Québec, G1R3Y9",1,Restaurant Le Continental inc,6322,Cooks
Quebec,Restaurant Parfum d'Asie 2002 inc.,"Sherbrooke, J1H1J9",1,Restaurant Parfum d'Asie 2002 inc.,6321,Chefs
Quebec,Restaurant R & D Inc.,"VICTORIAVILLE, G6P4S8",1,Restaurant R & D Inc.,6322,Cooks
Quebec,RESTAURANT SHOGUN INC,"QUÉBEC, G1S3T6",2,RESTAURANT SHOGUN INC,6322,Cooks
Quebec,RESTONORD Inc.,"Saguenay, G7H2A2",1,RESTONORD Inc.,6322,Cooks
Quebec,Roger Maheux Ltée,"Rouyn-Noranda, J9Y0E2",2,Roger Maheux Ltée,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Rotobec inc.,"Sainte-Justine, G0R1Y0",13,Rotobec inc.,7231,Machinists and machining and tooling inspectors
Quebec,Rotobec inc.,"Sainte-Justine, G0R1Y0",15,Rotobec inc.,7237,Welders and related machine operators
Quebec,Rotobec inc.,"Sainte-Justine, G0R1Y0",1,Rotobec inc.,7333,Electrical mechanics
Quebec,Royal Institute for the Advancement of Learning,"Montreal, H3A0G4",11,Royal Institute for the Advancement of Learning,4011,University professors and lecturers
Quebec,S. Huot Inc,"QUÉBEC, G1N4N3",4,S. Huot Inc,7231,Machinists and machining and tooling inspectors
Quebec,Salon Idéal Nature I.N. INC,"Montreal, H3H2M4",1,Salon Idéal Nature I.N. INC,0651,"Managers in customer and personal services, n.e.c."
Quebec,Scanline VFX Montreal Inc.,"MONTRÉAL, H3B2S2",1,Scanline VFX Montreal Inc.,5226,Other technical and co
Quebec,Secur-Alert inc.,"Amos, J9T2N9",1,Secur-Alert inc.,2242,Electronic service technicians (household and business equipment)
Quebec,Sécur-Icare Inc.,"Brossard, J4Y2R2",5,Sécur-Icare Inc.,2281,Computer network technicians
Quebec,SEMS inc,"salaberry de valleyfield, J6T6G3",1,SEMS inc,7252,"Steamfitters, pipefitters and sprinkler system installers"
Quebec,SEMS inc,"salaberry de valleyfield, J6T6G3",1,SEMS inc,7311,Construction millwrights and industrial mechanics
Quebec,Service Alimentaire le Gourmet inc,"Québec, G1X4H4",1,Service Alimentaire le Gourmet inc,6322,Cooks
Quebec,Service Trans-West inc,"Lachine, H8T2X9",5,Service Trans-West inc,7511,Transport truck drivers
Quebec,Service Trans-West inc.,"Lachine, H8T2X9",1,Service Trans-West inc.,7511,Transport truck drivers
Quebec,Services de Transformation Bécancour Inc.,"Bécancour, G9H2V9",3,Services de Transformation Bécancour Inc.,7311,Construction millwrights and industrial mechanics
Quebec,Services d'évaluation Denis Barriault Inc.,"Montréal, H9S2A9",3,Services d'évaluation Denis Barriault Inc.,1312,Insurance adjusters and claims examiners
Quebec,Services et Solutions TWM Canada Inc.,"Montréal, H2Y1T4",1,Services et Solutions TWM Canada Inc.,2171,Information systems analysts and consultants
Quebec,Services Sanitaires DF de Beauce inc.,"Saint-georges de Beauce, G5Y2J8",1,Services Sanitaires DF de Beauce inc.,7312,Heavy
Quebec,SERVICES SANITAIRES MAJ INC COMPO RECYCLE,"Rawdon, J0K1S0",3,SERVICES SANITAIRES MAJ INC COMPO RECYCLE,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Simard Suspensions inc,"Baie-St-Paul, G3Z2W9",12,Simard Suspensions inc,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Simpson Automobiles Inc.,"Gaspé, G4X1A9",1,Simpson Automobiles Inc.,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Société Conseil Groupe LGS,"Québec, G1V4K5",1,Société Conseil Groupe LGS,2174,Computer programmers and interactive media developers
Quebec,Société Conseil Groupe LGS,"Québec, G1V4K5",1,Société Conseil Groupe LGS,2281,Computer network technicians
Quebec,Société en Commandite Beau Mont,"Montréal, H3N1V5",1,Société en Commandite Beau Mont,6322,Cooks
Quebec,Société pour l'Informatique Industrielle SII Inc.,"MONTRÉAL, H3G1Z7",1,Société pour l'Informatique Industrielle SII Inc.,2174,Computer programmers and interactive media developers
Quebec,Solisco Inc.,"Scott, G0S3G0",3,Solisco Inc.,7381,Printing press operators
Quebec,Sollertia Inc.,"Montréal, H2R2Y5",1,Sollertia Inc.,5241,Graphic designers and illustrators
Quebec,Soluce Fiscalité et Comptabilité Inc.,"Trois-Rivières, G8Z 4G3",1,Soluce Fiscalité et Comptabilité Inc.,1311,Accounting technicians and bookkeepers
Quebec,Solution Recrutement International Inc.,"Magog, J1X0J4",1,Solution Recrutement International Inc.,1241,Administrative assistants
Quebec,Soucy International inc.,"Drummondville, J2B6W4",3,Soucy International inc.,7333,Electrical mechanics
Quebec,SOUDURE D.G. TECH INC.,"CAP-SANTÉ, G0A1L0",2,SOUDURE D.G. TECH INC.,7237,Welders and related machine operators
Quebec,Soudure F.L.F. Inc.,"Saint-Roch-de-l'Achigan, J0K3H0",4,Soudure F.L.F. Inc.,7237,Welders and related machine operators
Quebec,Sporthèque de Hull Inc,"Gatineau, J8Z1W1",1,Sporthèque de Hull Inc,1311,Accounting technicians and bookkeepers
Quebec,Studios Creatifs Reel FX Inc,"Montreal, H3K1G6",1,Studios Creatifs Reel FX Inc,5241,Graphic designers and illustrators
Quebec,Summa Architectural & Structural Metal Inc.,"Terrebonne, J6X4J8",1,Summa Architectural & Structural Metal Inc.,2253,Drafting technologists and technicians
Quebec,Supermétal Sherbrooke inc.,"Sherbrooke, J1H3X4",1,Supermétal Sherbrooke inc.,7237,Welders and related machine operators
Quebec,Suspensions et Ressorts Michel Jeffrey inc.,"Québec, G1P3X3",3,Suspensions et Ressorts Michel Jeffrey inc.,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Système de Contrôle Actif Soft dB inc.,"Québec, G1S3G3",1,Système de Contrôle Actif Soft dB inc.,2132,Mechanical engineers
Quebec,Système de réchapage RTS inc,"La Salle, H8R2E8",1,Système de réchapage RTS inc,7535,Other automotive mechanical installers and servicers
Quebec,Systèmes Danfreight Inc.,"Joliette, J6E0L8",8,Systèmes Danfreight Inc.,7511,Transport truck drivers
Quebec,Taverne Grande Allée Inc.,"Québec, G1R1P9",1,Taverne Grande Allée Inc.,6322,Cooks
Quebec,Technologies Automat Inc,"MONTRÉAL, H2X2T7",1,Technologies Automat Inc,2173,Software engineers and designers
Quebec,Télé-Université,"Québec, G1K9H6",1,Télé-Université,4011,University professors and lecturers
Quebec,Tenco Inc.,"ST-VALÉRIEN-DE-MILTON, J0H2B0",2,Tenco Inc.,7322,Motor vehicle body repairers
Quebec,Textiles Monterey (1996) inc.,"Drummondville, J2B7V4",1,Textiles Monterey (1996) inc.,2233,Industrial engineering and manufacturing technologists and technicians
Quebec,Thermo Solutions Services Inc.,"Anjou, H1J 3A1",1,Thermo Solutions Services Inc.,1222,Executive assistants
Quebec,Toits Métalliques des Cantons Inc. (TMC),"EAST FARNHAM, J2K4T8",1,Toits Métalliques des Cantons Inc. (TMC),7233,Sheet metal workers
Quebec,TRANSPORT ANDRE DUFRESNE INC,"Québec, G1C2H9",1,TRANSPORT ANDRE DUFRESNE INC,7511,Transport truck drivers
Quebec,Transport Bernières inc.,"QUÉBEC, G1N3Z7",1,Transport Bernières inc.,7511,Transport truck drivers
Quebec,Transport Bourret Inc.,"Drummondville, J2B8G8",3,Transport Bourret Inc.,7452,Material handlers
Quebec,Transport Bourret Inc.,"Drummondville, J2B8G8",10,Transport Bourret Inc.,7511,Transport truck drivers
Quebec,Transport Explorer Inc,"Laval, H7P5P6",1,Transport Explorer Inc,7511,Transport truck drivers
Quebec,Transport Explorer Inc.,"Laval, H7P5P6",1,Transport Explorer Inc.,7511,Transport truck drivers
Quebec,Transport Gaston Nadeau Inc.,"Sainte-Mélanie, J0K3A0",4,Transport Gaston Nadeau Inc.,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Transport Gaston Nadeau Inc.,"Sainte-Mélanie, J0K3A0",6,Transport Gaston Nadeau Inc.,7511,Transport truck drivers
Quebec,Transport Giannone-Garceau INC.,"St Cuthbert, J0K2C0",10,Transport Giannone-Garceau INC.,7511,Transport truck drivers
Quebec,Transport Guilbault inc.,"Québec, G1N4G6",2,Transport Guilbault inc.,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Transport Kepa Inc.,"VAL-D'OR, J9P0K9",2,Transport Kepa Inc.,7511,Transport truck drivers
Quebec,Transport Lavoie Ltée,"Québec, G1C2H9",2,Transport Lavoie Ltée,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Transport PGR Inc,"Saint-Simon-les-Mines, G0M1K0",1,Transport PGR Inc,7511,Transport truck drivers
Quebec,Transport SAF inc,"St-Célestin, J0C1G0",1,Transport SAF inc,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
Quebec,Transport SAF inc,"St-Célestin, J0C1G0",1,Transport SAF inc,7511,Transport truck drivers
Quebec,Tundra Technical Solutions Inc.,"MONTRÉAL, H3B1A7",1,Tundra Technical Solutions Inc.,6221,Technical sales specialists 
Quebec,Ubisoft Entertainment Inc.,"Montréal, H2T1S6",1,Ubisoft Entertainment Inc.,2174,Computer programmers and interactive media developers
Quebec,Umano Medical inc.,"L'ISLET, G0R2C0",1,Umano Medical inc.,2141,Industrial and manufacturing engineers
Quebec,Umano Medical inc.,"L'ISLET, G0R2C1",1,Umano Medical inc.,7231,Machinists and machining and tooling inspectors
Quebec,Umano Medical inc.,"L'ISLET, G0R2C1",1,Umano Medical inc.,7237,Welders and related machine operators
Quebec,Université de Montréal (Faculté des sciences de l'éducation),"Montréal, H3C3J7",2,Université de Montréal (Faculté des sciences de l'éducation),4011,University professors and lecturers
Quebec,Université de Sherbrooke,"Sherbrooke, J1K2R1",1,Université de Sherbrooke,3111,Specialist physicians
Quebec,Université Laval,"QUÉBEC, G1V0A6",1,Université Laval,4011,University professors and lecturers
Quebec,Université Laval(Pavillon J-C-Bonenfant,"QUÉBEC, G1V0A6",1,Université Laval(Pavillon J-C-Bonenfant,2111,Physicists and astronomers
