Province,Employer,Address,Positions,Stream,NOC 2011,NOC Name,Incorporated Status,Approved LMIA
Nova Scotia,Let’s Ko Restaurant Inc,"BEDFORD, NS B4A 0C1",2,Low Wage,6322,Cooks,Unknown,2
Nova Scotia,Lobster Hub Inc,"Meteghan Center, NS B0W 2K0",15,Low Wage,9463,Fish and seafood plant workers,Unknown,1
Nova Scotia,M&M Sheet Metal Limited,"Dartmouth, NS B3B 0J1",2,Low Wage,7612,Other trades helpers and labourers,Unknown,1
Nova Scotia,Middle Eats Lebanese Cuisine Ltd,"Lower Sackville, NS B4E 1S1",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Mirchi Tandoor Inc.,"halifax, NS B3J 1J7",2,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Mirchi Tandoor Inc.,"halifax, NS B3J 1J7",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Nova Scotia,New Indian Bazaar Inc,"Halifax, NS B3S 1B3",1,Low Wage,6331,"Butchers, meat cutters and fishmongers ",Unknown,1
Nova Scotia,NS KT Foods Inc.,"Halifax, NS B3L 2H8",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,One beat coffee & bar limited,"Halifax, NS B3J 1H1",1,Low Wage,6311,Food service supervisors,Unknown,1
Nova Scotia,OSP Restaurant Group Inc.,"Stellarton, NS B0K 1S0",1,Low Wage,6513,Food and beverage servers,Unknown,1
Nova Scotia,OSP Restaurant Group Inc.,"Stellarton, NS B0K 1S0",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Nova Scotia,PASSION WING INCORPORATED,"Dartmouth, NS B2X 1V1",1,Low Wage,6731,Light duty cleaners,Unknown,1
Nova Scotia,PING AND SONG HOLDING INC.,"Halifax, NS B3L 2B1",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,R&G MacDonald Enterprises Ltd.,"Port Hawkesbury, NS B9A 2M4",1,Low Wage,6311,Food service supervisors,Unknown,1
Nova Scotia,R&G MacDonald Enterprises Ltd.,"Port Hawkesbury, NS B9A 2M4",14,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,4
Nova Scotia,RANDY'S PIZZA & DONAIR - LOWER SACKVILLE,"Lower Sackville, NS B4C 2S4",2,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Rob Bitar's Pizza Pasta & Grill,"Elmsdale, NS B2S 1A8",5,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Rosa Le's Nail Spa,"Yarmouth, NS B5A 1E4",1,Low Wage,6562,"Estheticians, electrologists and related occupations",Unknown,1
Nova Scotia,Schooner Seafoods Limited,"Lower Wedgeport, NS B0W 3P0",2,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1
Nova Scotia,Seemaaria & Co. Inc.,"Dartmouth, NS B2W 6A4",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Nova Scotia,Sherlock Clothing Limited,"Halifax, NS B3S 0G4",4,Low Wage,7452,Material handlers,Unknown,1
Nova Scotia,Sobeys Capital Incorporée,"Stellarton, NS B0K 1S0",1,Low Wage,6211,Retail sales supervisors,Unknown,1
Nova Scotia,Sobeys Capital Incorporée,"Stellarton, NS B0K 1S0",1,Low Wage,6331,"Butchers, meat cutters and fishmongers ",Unknown,1
Nova Scotia,stellarton food inc,"Stellarton, NS B0K 1S0",2,Low Wage,6513,Food and beverage servers,Unknown,1
Nova Scotia,Suedan Investments Limited,"Dartmouth, NS B2W 0G3",3,Low Wage,6341,Hairstylists and barbers,Unknown,3
Nova Scotia,SuperClean Services Ltd,"Windsor, NS B0N 2T0",2,Low Wage,6732,Specialized cleaners,Unknown,1
Nova Scotia,Surrette Battery Company LTD,"Springhill, NS B0M 1X0",1,Low Wage,9527,"Machine operators and inspectors, electrical apparatus manufacturing",Unknown,1
Nova Scotia,Tarek's Cafe,"Halifax, NS B3K  4P",1,Low Wage,6322,Cooks,Corporation,1
Nova Scotia,TMO COMPANY LIMITED,"Hammonds Plains, NS B4B 1B4",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,TMO COMPANY LIMITED,"Hammonds Plains, NS B4B 1B4",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Nova Scotia,Tomcat Holdings Ltd.,"Upper Tantallon, NS B3Z 4R2",4,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Nova Scotia,White Point Holdings Ltd,"White Point, NS B0T 1G0",10,Low Wage,6731,Light duty cleaners,Unknown,1
Nova Scotia,Whitestone Building and Renovations Ltd.,"Halifax, NS B3T 1A2",1,Low Wage,7611,Construction trades helpers and labourers,Unknown,1
Nova Scotia,Yellow Leaf Restaurant,"Kingston, NS B0P 1R0",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Nova Scotia,3325909 Nova Scotia Limited,"Barss Corner, NS B0R 1A0",6,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Allen Farms Limited,"Billtown, NS B0P 1J0",10,Primary Agriculture,8431,General farm workers,Unknown,2
Nova Scotia,Apple Lane Farm Inc,"Berwick, NS B0P 1E0",6,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Atlantic Poultry Inc.,"Port Williams, NS B0P 1T0",10,Primary Agriculture,8431,General farm workers,Corporation,1
Nova Scotia,Balamore Farm Ltd,"Great Village, NS B0M 1L0",2,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Best Farms Ltd,"Woodville, NS B0P 1V0",4,Primary Agriculture,8431,General farm workers,Partnership,1
Nova Scotia,CAP Farms Inc,"Grafton, NS B0P 1V0",25,Primary Agriculture,8431,General farm workers,Unknown,3
Nova Scotia,Charles Keddy Farms Limited,"Lakeville, NS B4N 3V7",33,Primary Agriculture,8431,General farm workers,Unknown,2
Nova Scotia,Craig Nichols Farms Limited,"Aylesford, NS B0P 1C0",49,Primary Agriculture,8431,General farm workers,Unknown,4
Nova Scotia,Crisp Growers Incorporated,"Berwick, NS B0P 1E0",25,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,DeLong Farm Products Limited,"New Germany, NS B0R 1E0",17,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,1
Nova Scotia,G & C Hughes Enterprises Limited,"New Ross, NS B0J 2M0",18,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,1
Nova Scotia,G.A.R. Tree Farms Ltd,"Barss Corner, NS B0R 1A0",10,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,2
Nova Scotia,High Point Orchards LTD.,"Kentville, NS B4N 3V7",2,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Indian Garden Farms,"Hebbville, NS B4V 9E6",2,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,J & M Reeves Christmas Greens Limited,"New Ross, NS B0J 2M0",7,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,3
Nova Scotia,Mahoney's Evergreens L.P.,"East Dalhousie, NS B0R 1H0",6,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Mahoney's Evergreens L.P.,"East Dalhousie, NS B0R 1H0",6,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,1
Nova Scotia,Millen Farms Ltd,"Great Village, NS B0M 1L0",1,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1
Nova Scotia,Northern Lights Christmas Tree Farms Ltd.,"Belmont, NS B0M 1G0",6,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,1
Nova Scotia,Northridge Farms N.S. Limited,"Aylesford, NS B0P 1C0",1,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Perfect Berries Ltd.,"Berwick, NS B0P 1E0",50,Primary Agriculture,8431,General farm workers,Unknown,2
Nova Scotia,Power Farms Inc.,"Canning, NS B0P 1H0",14,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Sarsfield Farms Incorporated,"Kentville, NS B4N 3V7",18,Primary Agriculture,8431,General farm workers,Unknown,3
Nova Scotia,Scothorn Farms Limited,"Hardwood Lands, NS B0N 1Y0",6,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Stirling Fruit Farms (2000) Ltd,"Greenwich, NS B4P 2R2",3,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Stokdijk Greenhouses Ltd,"Beaver Brook, NS B6L 1H3",6,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Sunny Point Farms Limited,"Noel, NS B0N 1T0",2,Primary Agriculture,8431,General farm workers,Corporation,1
Nova Scotia,Thiessen Farm Ltd.,"Grafton, NS B0P 1V0",14,Primary Agriculture,8431,General farm workers,Unknown,2
Nova Scotia,Traditional Evergreen Tree Farms Ltd.,"Wileville, NS B4V 5J3",2,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,1
Nova Scotia,Van Meekeren Farms Ltd.,"Lakeville, NS B4N 3V7",18,Primary Agriculture,8431,General farm workers,Unknown,5
Nova Scotia,Van Meekeren Farms Ltd.,"Lakeville, NS B4N 3V7",2,Primary Agriculture,8611,Harvesting labourers,Unknown,1
Nova Scotia,Vermeuland Farms Ltd.,"Milford Station, NS B0N 1Y0",3,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Vital Berry Farms,"Sheffield Mills, NS B0P 1J0",10,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Walsh Farms Inc.,"Rockland, NS B0P 1E0",10,Primary Agriculture,8431,General farm workers,Corporation,2
Nova Scotia,Abisoft Inc.,"Halifax, NS B3M 2A8",1,Global Talent Stream,2174,Computer programmers and interactive media developers,Unknown,1
Nova Scotia,CloudKettle Inc.,"Halifax, NS B3J 3J8",1,Global Talent Stream,2173,Software engineers and designers,Unknown,1
Nova Scotia,DOCMATION CANADA ULC,"Halifax, NS, NS B3M 2L8",1,Global Talent Stream,2171,Information systems analysts and consultants,Unknown,1
Nova Scotia,Nova Scotia Power Maritime Link Incorporated,"Halifax, NS B3J 3A8",1,Global Talent Stream,2171,Information systems analysts and consultants,Unknown,1
Nova Scotia,REDspace Inc.,"Bedford, NS B4A 3Y4",1,Global Talent Stream,2174,Computer programmers and interactive media developers,Corporation,1
New Brunswick,696311 NB LTD.,"Miramichi, NB E1V 7C2",2,High Wage,7611,Construction trades helpers and labourers,Unknown,1
New Brunswick,Atlantic Pacific Transport Ltd,"Clairville, NB E4T 2L7",10,High Wage,7511,Transport truck drivers,Unknown,1
New Brunswick,AYR Motor Express Inc,"Woodstock, NB E7M 4G2",15,High Wage,7511,Transport truck drivers,Unknown,2
New Brunswick,Bay Shore Lobster Ltd,"Backbay, NB E5C 2V4",1,High Wage,0731,Managers in transportation,Unknown,1
New Brunswick,Birch Hill Construction Ltd.,"Moncton, NB E1C 9T2",4,High Wage,7511,Transport truck drivers,Unknown,1
New Brunswick,Cavendish Farms Corporation,"Dieppe, NB E1A 6X4",1,High Wage,0016,Senior managers ,Unknown,1
New Brunswick,Chi’s Investment and Trading Corp.,"Miramichi, NB E1N 1B4",3,High Wage,6562,"Estheticians, electrologists and related occupations",Unknown,2
New Brunswick,Clad-Tech Inc.,"Dieppe, NB E1A 0Z7",10,High Wage,7271,Carpenters,Unknown,1
New Brunswick,DWARKA CIVIL CONSTRUCTION MANAGEMENT LIMITED,"SAINT JOHN, NB E2J 1C7",1,High Wage,0016,Senior managers ,Unknown,1
New Brunswick,Erb Builders Ltd.,"Saint John, NB E2J 4K3",1,High Wage,0114,Other administrative services managers,Unknown,1
New Brunswick,FMI Atlantic Inc.,"Woodstock, NB E7M 5G5",1,High Wage,0631,Restaurant and food service managers,Unknown,1
New Brunswick,FMI Atlantic Inc.,"Woodstock, NB E7M 5G5",2,High Wage,6311,Food service supervisors,Unknown,1
New Brunswick,Horizon Health Network,"Miramichi, NB E1V 3G5",2,High Wage,3111,Specialist physicians,Unknown,2
New Brunswick,India King Taste Inc,"Saint John, NB E2L 5C7",1,High Wage,0015,Senior managers ,Unknown,1
New Brunswick,India King Taste Inc,"Saint John, NB E2L 5C7",1,High Wage,1221,Administrative officers,Unknown,1
New Brunswick,Keltic Transportation Inc,"Moncton, NB E1H 3L9",10,High Wage,7511,Transport truck drivers,Unknown,1
New Brunswick,Maritime Conference of The Seventh-Day Adventist Church Inc.,"Moncton, NB E1E 1A6",1,High Wage,0714,Facility operation and maintenance managers,Unknown,1
New Brunswick,Newcastle Pizza Take Out LTD,"Miramichi, NB E1V 1M2",1,High Wage,1221,Administrative officers,Unknown,1
New Brunswick,Qitai Financial Ltd,"Moncton, NB E1C 1E9",1,High Wage,1311,Accounting technicians and bookkeepers,Unknown,1
New Brunswick,RAD,"Dieppe, NB E1A 1P3",2,High Wage,3221,Denturists,Unknown,1
New Brunswick,Red Emerald R&D Ltd.,"Moncton, NB E1G 5W7",1,High Wage,1221,Administrative officers,Unknown,1
New Brunswick,Regional Health Authority B,"Moncton, NB E1C 6Z8",1,High Wage,3111,Specialist physicians,Unknown,1
New Brunswick,Réseau de santé Vitalité (employés sans congé maladies),"Bathurst, NB E3Z 2R9",190,High Wage,3413,"Nurse aides, orderlies and patient service associates",Unknown,8
New Brunswick,Ritchies Discount Carpet Ltd,"Moncton, NB E1C 0E8",1,High Wage,7283,Tilesetters,Unknown,1
New Brunswick,041216 NB LTD,"Moncton, NB E1C 0M4",13,Low Wage,6731,Light duty cleaners,Unknown,2
New Brunswick,10350052 Canada Inc,"pennfield, NB E5H 0B4",3,Low Wage,6211,Retail sales supervisors,Unknown,2
New Brunswick,11399900 CANADA INC.,"Saint John, NB E2J 0A7",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,1919598 Ontario Limited,"Moncton, NB E1G 1A3",1,Low Wage,0631,Restaurant and food service managers,Unknown,1
New Brunswick,1974253 Ontario Limited,"Fredericton, NB E3C 0B8",1,Low Wage,0631,Restaurant and food service managers,Unknown,1
New Brunswick,1974253 Ontario Limited,"Fredericton, NB E3C 0B8",2,Low Wage,6311,Food service supervisors,Unknown,1
New Brunswick,1974253 Ontario Limited,"Fredericton, NB E3C 0B8",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,2 Pats Enterprises Inc.,"Fredericton, NB E3B 1G1",2,Low Wage,0631,Restaurant and food service managers,Unknown,1
New Brunswick,2 Pats Enterprises Inc.,"Fredericton, NB E3B 1G1",3,Low Wage,6311,Food service supervisors,Unknown,1
New Brunswick,610484 N.B. Inc.,"Greater Lakeburn, NB E1H 2C9",4,Low Wage,7611,Construction trades helpers and labourers,Unknown,1
New Brunswick,620694 nb ltd,"Fredericton, NB E3C 0B8",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,638571 N.B. LTD.,"Saint John, NB E2L 4W3",2,Low Wage,6322,Cooks,Unknown,1
New Brunswick,665606 NB Inc.,"MONCTON, NB E1A 5L1",1,Low Wage,6311,Food service supervisors,Unknown,1
New Brunswick,665606 NB Inc.,"MONCTON, NB E1A 5L1",2,Low Wage,6322,Cooks,Unknown,1
New Brunswick,666194NB Inc.,"Bathurst, NB E2A 1S8",6,Low Wage,3413,"Nurse aides, orderlies and patient service associates",Unknown,1
New Brunswick,666194NB Inc.,"Bathurst, NB E2A 1S8",1,Low Wage,6315,Cleaning supervisors,Unknown,1
New Brunswick,669950 N.B LTD,"Fredericton, NB E3B 1B9",1,Low Wage,6513,Food and beverage servers,Unknown,1
New Brunswick,671348 N.B. INC.,"MONCTON, NB E1C 1E3",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,684373 NB Inc,"quispamsis, NB E2E 4J8",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,689773 Nb Ltd.,"Oromocto, NB E2V 4R3",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
New Brunswick,693680 NB Inc.,"Moncton, NB E1C 2L4",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,694156 NB Inc.,"SHEDIAC, NB E4P 2E8",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,699756 NB INC.,"Moncton, NB E1G 1A4",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,700827 NB Inc.,"Fredericton, NB E3B 1B2",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,701664 NB Inc,"Dieppe, NB E1A 1P2",2,Low Wage,6322,Cooks,Unknown,2
New Brunswick,706806 NB Ltd.,"Moncton, NB E1C 1E4",2,Low Wage,6311,Food service supervisors,Unknown,1
New Brunswick,706806 NB Ltd.,"Moncton, NB E1C 1E4",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,715142 NB INC.,"Shediac, NB E4P 2C4",2,Low Wage,6322,Cooks,Unknown,1
New Brunswick,722137 N.B. LTD.,"Moncton, NB E1C 1X5",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,725810 NB Ltd,"Bathrust, NB E2A 2Y8",1,Low Wage,6211,Retail sales supervisors,Unknown,1
New Brunswick,726571 NB Ltd.,"Moncton, NB E1G 1A8",2,Low Wage,6322,Cooks,Unknown,1
New Brunswick,Amco Fisheries Ltd,"Cap-Pelé, NB E4N 3B3",3,Low Wage,9463,Fish and seafood plant workers,Unknown,1
New Brunswick,ATLANTIC TRIOS FOODS INC,"MONCTON, NB E1C 2T4",1,Low Wage,6211,Retail sales supervisors,Unknown,1
New Brunswick,Bistro Rasoi Inc.,"Moncton, NB E1C 0B6",2,Low Wage,6311,Food service supervisors,Unknown,1
New Brunswick,Bistro Rasoi Inc.,"Moncton, NB E1C 0B6",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,Bouctouche Bay Inn Inc.,"Lincoln, NB E3B 9J1",1,Low Wage,6525,Hotel front desk clerks,Unknown,1
New Brunswick,BOUDREAU MEAT MARKET INC,"Memramcook, NB E4K 2W5",2,Low Wage,6331,"Butchers, meat cutters and fishmongers ",Unknown,1
New Brunswick,Broadleaf Stock Farm Ltd.,"Hopewell Hill, NB E4H 3N5",1,Low Wage,6312,Executive housekeepers,Unknown,1
New Brunswick,Broadleaf Stock Farm Ltd.,"Hopewell Hill, NB E4H 3N5",1,Low Wage,6321,Chefs,Unknown,1
New Brunswick,Brothers Bakery Inc,"Moncton, NB E1E 1E1",1,Low Wage,6332,Bakers,Unknown,1
New Brunswick,C&A Toner Ltd,"Grand Falls, NB E3Z 2W1",1,Low Wage,6311,Food service supervisors,Unknown,1
New Brunswick,Cairns Investments,"Harvey, NB E6K 3K1",2,Low Wage,4412,"Home support workers, housekeepers and related occupations",Unknown,1
New Brunswick,Casa Production Inc,"MONCTON, NB E1A 5L1",4,Low Wage,6322,Cooks,Unknown,2
New Brunswick,Coastal Drywall Supplies Ltd,"Dieppe, NB E1A 1P9",4,Low Wage,7514,Delivery and courier service drivers,Unknown,1
New Brunswick,DILLI DELIGHT INC.,"Bathurst, NB E2A 1A9",1,Low Wage,6322,Cooks,Unknown,1
New Brunswick,DINER 81 INC.,"St. Stephen, NB E3L 2C5",1,Low Wage,6311,Food service supervisors,Unknown,1
New Brunswick,Elmwood Burgers Ltd,"Moncton, NB E1A 3P5",4,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
New Brunswick,exdy synergy inc.,"Moncton, NB E1C 5C2",2,Low Wage,6322,Cooks,Unknown,2
New Brunswick,Fancy Pokket Corporation,"Moncton, NB E1E 4K7",10,Low Wage,9617,"Labourers in food, beverage and associated products processing",Unknown,1
New Brunswick,Fen's Market Inc.,"Woodstock, NB E7M 4L9",4,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
New Brunswick,FMI Atlantic Inc.,"Woodstock, NB E7M 5G5",4,Low Wage,0631,Restaurant and food service managers,Unknown,4
New Brunswick,FMI Atlantic Inc.,"Woodstock, NB E7M 5G5",11,Low Wage,6311,Food service supervisors,Unknown,11
New Brunswick,FMI Atlantic Inc.,"Woodstock, NB E7M 5G5",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
New Brunswick,FMI National Inc,"Woodstock, NB E7M 5G5",1,Low Wage,0631,Restaurant and food service managers,Unknown,1
New Brunswick,FMI National Inc,"Woodstock, NB E7M 5G5",1,Low Wage,6311,Food service supervisors,Unknown,1
New Brunswick,Foyer Jean-Marie Allain ltee,"bouctouche, NB E4S 3J8",2,Low Wage,4412,"Home support workers, housekeepers and related occupations",Unknown,1
New Brunswick,Foyer Pauline 2012,"Bouctouche, NB E4S 3S9",2,Low Wage,3413,"Nurse aides, orderlies and patient service associates",Unknown,1
New Brunswick,Gaudet & Ouellette Ltd,"Cap-Pele, NB E4N 3B1",3,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1
New Brunswick,HAMONI RESTAURANT INC.,"SACKVILLE, NB E4L 3N5",2,Low Wage,6322,Cooks,Unknown,2
New Brunswick,House of Lee  (SCL Enterprises Limited),"bathurst, NB E2A 1B1",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
New Brunswick,Immeubles Pefection Inc / Perfection Realty Inc,"Dieppe, NB E1A 9G5",3,Low Wage,7611,Construction trades helpers and labourers,Unknown,1
New Brunswick,J & S Atlanko Ltd,"Woodstock, NB E7M 4M7",1,Low Wage,6525,Hotel front desk clerks,Unknown,1
New Brunswick,Joboss Enterprise Inc.,"St-François, NB E7A 1P8",2,Low Wage,7611,Construction trades helpers and labourers,Unknown,1
New Brunswick,LA LOGISTICS MONCTON INC.,"Moncton, NB E1G 0A3",3,Low Wage,7514,Delivery and courier service drivers,Unknown,1
New Brunswick,Laforge Garage Door Inc.,"St-André, NB E3Y 3N4",1,Low Wage,1241,Administrative assistants,Unknown,1
New Brunswick,Laforge Garage Door Inc.,"St-André, NB E3Y 3N4",2,Low Wage,7441,Residential and commercial installers and servicers,Unknown,1
New Brunswick,Leger General Store Ltd,"Saint-Antoine, NB E4V 1R4",2,Low Wage,7452,Material handlers,Unknown,1
New Brunswick,Les Entreprises A. & R. Savoie & Fils Ltée,"Tracadie-Sheila, NB E1X 1G4",10,Low Wage,7611,Construction trades helpers and labourers,Unknown,1
New Brunswick,Les Entreprises A. & R. Savoie & Fils Ltée,"Tracadie-Sheila, NB E1X 1G4",10,Low Wage,9533,Other wood products assemblers and inspectors,Unknown,1
New Brunswick,Les Entreprises Rocmar Ltee,"Oromocto, NB E2V 2H1",3,Low Wage,6322,Cooks,Unknown,1
